ID,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,Subsection Name,Subsection Description,NTEE_CD,Category,IRS_NTEE_Code2_Description,AFFILIATION,Aff_Type,IRS_Affiliation_Codes_Description,Ded_Code,Ded_Description,Foundation_Code,Foundation_Description,Org_Code,Org_Description,EO_Status_Code,EO_Description,Asset_Income_Code,IRS_Asset_Income_Codes_Description,Filing_Code,IRS_Filing_Codes_Description,PF_Filing_Code,IRS_PF_Filing_Codes_Description,ASSET_AMT,INCOME_AMT,REVENUE_AMT
,660343834,MEMORIAL MORAVIAN SCHOOL CORPORATION,,PO BOX 308354,ST THOMAS,VI,00803-8354,Charitable and religious,Charitable and religious,B20Z,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660345763,DISABLED AMERICAN VETERANS,% COL JOSE R ROSA,PO BOX 4837,AGUADILLA,PR,00605-4837,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,W30,Public,, Society Benefit - Multipurpose and Other,Military, Veterans' Organizations,,9,Subordinate,1,Contributions are deductible. ,,5,Association,,1,,Unconditional Exemption,0,0
,660345767,CSM J RODRIQUEZ CHAPTER 16,% PROSPERO FURNTES,PO BOX 205,VEGA ALTA,PR,00692-0205,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,E99,Health - General and Rehabilitative,,Health - General and Rehabilitative N.E.C.,3,Independent,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,1,,1 to 9,999,2
,660346216,CORO DE NINOS DE SAN JUAN,,PO BOX 19049,SAN JUAN,PR,00910-0000,Charitable and religious,Charitable and religious,A6E0,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,5,500,000 to 999,,999,,1,0,1320349
,660346303,CENTRO ORIENTACION-REHABILITACION DE DROGADISTOS Y ALCOHOLICOS DE,,PO BOX 220,HUMACAO,PR,00792-0220,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,352786
,660346980,PARALYZED VETERANS OF AMERICA PUERTO RICO CHAPTER,,URB CNTY CLB 812 CALLE MOLUCAS ST,SAN JUAN,PR,00924-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,15,,5,Association,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,611046
,660348277,IGLESIA CRISTIANA DE CRISTO JERUSALEM,,CALLE 27 KK 13 URB SANTA JUANITA,BAYAMON,PR,00956-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660348916,ROTARY INTERNATIONAL,% LUIS R MARTI,PO BOX 9021529,SAN JUAN,PR,00902-1529,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,4,,100,000 to 499,999
,660349263,THE METHODIST CHURCH ST THOMAS S T JOHN CIRCUIT INC,,PO BOX 1045,ST THOMAS,VI,00804-1045,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660349669,UNIVERSIDAD CENTRAL DEL CARIBE INC,,PO BOX 60327,BAYAMON,PR,00960-6032,Charitable and religious,Charitable and religious,B500,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660350292,ALTRUSA INTERNATIONAL INC,% CARMEN IRIZARRY LUGO,PO BOX 1503,SAN SEBASTIAN,PR,00685-1503,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,660350945,AMERICAN UNIVERSITY OF PUERTO RICO INC,,PO BOX 602037,BAYAMON,PR,00960-6020,Charitable and religious,Charitable and religious,B42Z,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660352014,HOSPITAL GENERAL DE CASTANER INC,,PO BOX 1003,CASTANER,PR,00631-1003,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,12,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660352015,FREDERIKSTED AG SUNNY ISLE,,PO BOX 5681,CHRISTIANSTED,VI,00823-5681,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660352018,ROTARY CLUB OF ST THOMAS FOUNDATION INC,,PO BOX 10501,ST THOMAS,VI,00801-3501,Charitable and religious,Charitable and religious,T30,Philanthropy, Voluntarism and Grantmaking Foundations,Public Foundations,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,5,500,,000 to 999,,999,1,0
,660353899,HOGARES RAFAELA YBARRA URB SAN JOSE EMBALSE,,432 CALLE TORRELAGUNA,SAN JUAN,PR,00923-1743,Charitable and religious,Charitable and religious,O50,Youth Development,Youth Development Programs, Other,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660354449,LIGA ESTUDIANTES DE ARTE DE SAN JUAN INC P O BOX 5181,,PO BOX 9023804,SAN JUAN,PR,00902-3804,Charitable and religious,Charitable and religious,A25Z,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,317657
,660356920,SOCIEDAD PRO NINOS SORDOS DE PONCE INC,% AIDA RODRIQUEZ-DROZ,609 AVE TITO CASTRO STE 102,PONCE,PR,00716-0200,Charitable and religious,Charitable and religious,P87,Human Services - Multipurpose and Other,Deaf/Hearing Impaired Centers, Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,1,,0,,
,660359765,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% WILFREDO HERNANDEZ MARTINEZ,PO BOX 2991,MAYAGUEZ,PR,00681-2991,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,660360258,BIBLIOTECA JANE STERN,,CENTRO DE GOBIERNO CALLE MENDEZ,DORADO,PR,00646-0000,Charitable and religious,Charitable and religious,B71Z,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,5,500,000 to 999,,999,,1,0,124322
,660360384,HOGAR PAZ DE CRISTO INC,% MELBA CINTRON DIR,747 LLANOS DELSUR CALLE CLAVELES,COTO LAUREL,PR,00780-0000,Charitable and religious,Charitable and religious,P81,Human Services - Multipurpose and Other,Senior Centers, Services,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660361341,ESCUELA DE MEDICINA SAN JUAN BAUTISTA INC,,PO BOX 4968,CAGUAS,PR,00726-4968,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,7,5,0,,000 to 9,,999,999,1
,660361755,SERVICIOS DE SALUD EN EL HOGAR EL NAZARENO INC BOX 594,,PO BOX 29492,SAN JUAN,PR,00929-0492,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660362666,UNIVERSIDAD POLITECNICA DE PUERTO RICO INC,% ERNESTO VAZQUEZ,PO BOX 192017,SAN JUAN,PR,00919-2017,Charitable and religious,Charitable and religious,B430,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660363251,VIRGIN ISLAND ADVOCACY INC,,63 ESTATE CANE-CARLTON,FREDERIKSTED,VI,00840-0000,Charitable and religious,Charitable and religious,R20Z,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,5,500,000 to 999,,999,,1,0,233270
,660363441,EDUCATIONAL ASSOCIATES INC HUMACAO COMMUNITY COLLEGE,,PO BOX 9139,HUMACAO,PR,00792-9139,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660366245,CENTRO MARGARITA INC,,RR 3 BOX 7260,CIDRA,PR,00739-9917,Charitable and religious,Charitable and religious,P80,Human Services - Multipurpose and Other,Services to Promote the Independence of Specific Populations,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660366788,CENTRO EDUCATIVO JOAQUINA DE VEDRUNA INC,% SISTER VIRGENMINA RIVERA,2017 CARR 177,GUAYNABO,PR,00969-5140,Charitable and religious,Charitable and religious,B20,Education,Elementary, Secondary Education, K - 12,,3,Independent,1,,Contributions are deductible. ,11,1,Corporation,1,Unconditional Exemption,0,,0,,13,0,
,660367053,ROBINSON SCHOOL INC,,5 NAIRN ST CONDADO,SAN JUAN,PR,00907-0000,Charitable and religious,Charitable and religious,B25,Education,Secondary, High School,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,7,5,,0,,000 to 9,999,999
,660371418,HOSPITAL SAN CARLOS INCORPORADO,% BUS STRATGS & FINANCAL ADV INC,PO BOX 68,MOCA,PR,00676-0068,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,12,,1,Corporation,1,Unconditional Exemption,8,10,0,,000 to 49,,999,999,1
,660372667,ACADEMIA DISCIPULOS DE CRISTO MANATI PR,,PO BOX 902,MANATI,PR,00674-0902,Charitable and religious,Charitable and religious,B24,Education,Primary, Elementary Schools,3,,Independent,1,Contributions are deductible. ,,11,1,Corporation,1,Unconditional Exemption,6,1,,0,,000 to 4,999,999
,660409592,IGLESIA EVANGELICA PENT ASAMBLEA DE DIOS,,PO BOX 1584,ANASCO,PR,00610-1584,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660411869,ADVANCER LOCAL DEVELOPMENT CORPORATION,,PO BOX 191060,SAN JUAN,PR,00919-1060,Charitable and religious,Charitable and religious,S200,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660412491,TERCERA IGLESIA BAUTISTA DE PONCE,,PO BOX 7702,PONCE,PR,00732-7702,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660413230,PUERTO RICO COMMUNITY FOUNDATION INC,,PO BOX 70362,SAN JUAN,PR,00936-8362,Charitable and religious,Charitable and religious,T31,Philanthropy, Voluntarism and Grantmaking Foundations,Community Foundations,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,6,1,,0,,000 to 4,999,999
,660413650,ASOCIACION PRO ALBERGUE DE ANIMALES INC,,PO BOX 3537,MAYAGUEZ,PR,00681-3537,Charitable and religious,Charitable and religious,Z99Z,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,245935
,660413881,HOGAR RUTH INC,,PO BOX 538,VEGA ALTA,PR,00692-0538,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660415262,MASJID NUR AHL-US SUNNAH-ISLAMIC CENTER INC,,PO BOX 12028,ST THOMAS,VI,00801-5028,Charitable and religious,Charitable and religious,X40Z,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660415750,IGLESIA CRISTIANA CARISMATICA DE LEVITTOWN INC,% HECTOR PEREZ REV,PO BOX 50445,LEVITTOWN,PR,00950-0445,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660416504,UNITY OF ST CROIX,,PO BOX 1886,KINGSHILL,VI,00851-1886,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,13491
,660416567,CORPORACION PARA EL DESARROLLO DEL OESTE INC,,AVE LOS CORAZONES 1020,MAYAGUEZ,PR,00680-7066,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,3,Independent,,2,Contributions are not deductible. ,,1,Corporation,1,Unconditional Exemption,,4,,100,000 to 499,999
,660416687,GRACE GOSPEL CHAPEL INC,% CHARLOTTE AMALIE,PO BOX 7094,ST THOMAS,VI,00801-0094,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660417386,PRIMERA IGLESIA AD,% ERNESTO RIVERA MATOS NO 155,PO BOX 3960,MAYAGUEZ,PR,00681-3960,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660419642,EBENEZER MEMORIAL BAPTIST CHURCH,,PO BOX 308208,ST THOMAS,VI,00803-8208,Charitable and religious,Charitable and religious,X21,Religion-Related, Spiritual Development,Protestant,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,660419912,ASOCIACION DE SALUD PRIMARIA DE PUERTO RICO INC,% EDIFICIO LA EUSKALDUNA,EDIFICIO ALIANZA 400 AMERICO MIRAND,SAN JUAN,PR,00927-0000,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660420190,MUSEO DE ARTE CONTEMPORANEO DE PUERTO RICO INC,% THE MUSEUM,PO BOX 362377,SAN JUAN,PR,00936-2377,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,660420245,CASA SAN GERARDO INC,,PO BOX 7182,CAGUAS,PR,00726-7182,Charitable and religious,Charitable and religious,P45,Human Services - Multipurpose and Other,Family Services, Adolescent Parents,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,1,1 to 9,,999,,2,0,83262
,660420438,IGLESIA CRISTIANA TESALONICA,,URB STA RITA E28 CALLE 3,VEGA ALTA,PR,00692-0000,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,660420973,NAZARENE CHRISTIAN SCHOOL INC,,55 GOLDEN ROCK CHRISTIANSTED,SAINT CROIX,VI,00820-0000,Charitable and religious,Charitable and religious,B20Z,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,0,0,0,,0,,,,
,660420997,LUTHERAN SOCIAL SERVICES OF PUERTO RICO,,150 CALLE DEL PARQUE,SAN JUAN,PR,00911-1919,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660421420,INSTITUTO PREVOCACIONAL E INDUSTRIAL DE PUERTO RICO,,PO BOX 1800,ARECIBO,PR,00613-1800,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,11,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660421458,ASOCIACION EDUCATIVA PRO-DESARROLLO HUMANO DE CULEBRA INC,,CALLE ESCUDERO 93,CULEBRA,PR,00775-0000,Charitable and religious,Charitable and religious,P200,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,85709
,660421941,CORPORACION PARA RESTAURACION TEATRO OLIVER,% CALLE JAUREGUI ESQ,PO BOX 141598,ARECIBO,PR,00614-1598,Charitable and religious,Charitable and religious,A65,Arts, Culture and Humanities,Theater,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660422002,IGLESIA CARISMATICA DE PONCE INC,% IGLESIA CRISTIANA CARISMATICA,PO BOX 8061,PONCE,PR,00732-8061,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660423036,ST THOMAS HISTORICAL TRUST INC,% PAMELA REID,PO BOX 6707,ST THOMAS,VI,00804-6707,Charitable and religious,Charitable and religious,A80,Arts, Culture and Humanities,Historical Societies, Related Historical Activities,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660423328,PUERTO RICO DEAF MINISTRIES INC,,PO BOX 7423,PONCE,PR,00732-7423,Charitable and religious,Charitable and religious,X200,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,83074
,660423489,SPINA BIFIDA & HIDROCEPHALUS ASSOCIATION OF PUERTO RICO INC,,PO BOX 8262,BAYAMON,PR,00960-8262,Charitable and religious,Charitable and religious,G20,Diseases, Disorders, Medical Disciplines,Birth Defects and Genetic Diseases,,3,Independent,1,,Contributions are deductible. ,15,5,Association,1,Unconditional Exemption,4,,100,,000 to 499,999,1
,660423539,FAMILY RESOURCE CENTER INC,,2317 COMMANDANT GADE,ST THOMAS,VI,00802-5522,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,6,1,0,,000 to 4,,999,999,1
,660423758,CENTRO PARA NINOS EL NUEVO HOGAR INC,% GABRIEL MAS,PO BOX 212,ADJUNTAS,PR,00601-0212,Charitable and religious,Charitable and religious,P70,Human Services - Multipurpose and Other,Residential, Custodial Care,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,660423892,ASSOCIATION FOR THE ELDERLY OF THE VIRGIN ISLANDS INC,,PO BOX 866,SAINT CROIX,VI,00841-0866,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,5,500,000 to 999,,999,,1,0,2811232
,660424169,FUNDACION FELISA RINCON DE GAUTIER,,PO BOX 6607,SAN JUAN,PR,00914-6607,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,1666459
,660424216,ASOCIACION BENEFICA DE PONCE INC,,PO BOX 8110,PONCE,PR,00732-8110,Charitable and religious,Charitable and religious,L22,Housing, Shelter,Senior Citizens' Housing/Retirement Communities,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,5,500,,000 to 999,,999,1,0
,660425391,FIRST PENTECOSTAL CHURCH INC NO 6 ESTATE HOFFMAN,,PO BOX 8529,ST THOMAS,VI,00801-1529,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,660425428,PRODUCCIONES FLOR DE CAHILLO INC,,PO BOX 256,LOIZA,PR,00772-0256,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,133709
